2.000000000000000000e+00 2.073531128618699313e+03 4.693474407661866327e-02 2.997827913917490428e-02 4.075616951969077029e+00
3.000000000000000000e+00 1.763330572632261237e+03 5.473844583567216010e-02 2.826183564521347197e-02 3.167832189420731304e+00
4.000000000000000000e+00 1.638233357778385880e+03 4.689418416613406332e-02 2.293653603668593943e-02 2.645339951756667585e+00
5.000000000000000000e+00 1.565525027802101249e+03 3.201402638755720259e-02 1.674283373784228937e-02 2.142179186630156273e+00
6.000000000000000000e+00 1.520106161433150646e+03 1.887845173565583928e-02 1.138664058345142949e-02 1.673406066224494726e+00
7.000000000000000000e+00 1.491794351448814041e+03 1.103435561755075102e-02 7.570387661323349851e-03 1.276962451763557826e+00
8.000000000000000000e+00 1.473895437302579921e+03 7.737463373216628588e-03 5.311837573540309672e-03 9.672256888446633116e-01
9.000000000000000000e+00 1.463523080760895482e+03 6.852508965966815427e-03 4.303324522190631746e-03 7.474737928337978898e-01
1.000000000000000000e+01 1.458325333019470236e+03 6.803883182719969516e-03 4.166235856625574198e-03 6.094561729188087140e-01
1.100000000000000000e+01 1.455907505306656958e+03 7.036237775776385713e-03 4.559691211963719411e-03 5.387796382036980081e-01
1.200000000000000000e+01 1.456129492138440582e+03 7.559063782453552018e-03 5.250873416958877667e-03 5.145407592995747681e-01
1.300000000000000000e+01 1.457366543613972681e+03 8.357598181693254996e-03 6.098204990550426703e-03 5.250648573890774884e-01
1.400000000000000000e+01 1.460147663562694561e+03 9.402567543900617816e-03 7.029556256564419188e-03 5.383056110155931551e-01
1.500000000000000000e+01 1.464186110078636375e+03 1.059982837300562850e-02 8.015565093234693073e-03 5.526597403171448208e-01
1.600000000000000000e+01 1.470759541860433728e+03 1.191678470354355993e-02 9.045171011374180531e-03 5.663064523287780760e-01
1.700000000000000000e+01 1.479101490758976752e+03 1.339283316510989433e-02 1.011436428364489819e-02 5.768016918364528012e-01
1.800000000000000000e+01 1.487619174490826026e+03 1.506994402192908360e-02 1.122048713090499639e-02 5.848493768992609754e-01
1.900000000000000000e+01 1.497045712074459743e+03 1.695194399500991184e-02 1.236176749285294689e-02 5.948820968536235876e-01
2.000000000000000000e+01 1.505858775747703021e+03 1.901718185906914674e-02 1.353679990917682104e-02 6.025536634626712518e-01
2.100000000000000000e+01 1.514878799394350608e+03 2.126067259451938987e-02 1.474475961135443720e-02 6.115915600672577890e-01
2.200000000000000000e+01 1.524241016051854331e+03 2.369421146581229820e-02 1.598464812569920512e-02 6.214367651441583540e-01
2.300000000000000000e+01 1.533565529056451396e+03 2.630776377460646367e-02 1.725419152764821190e-02 6.298361357395089177e-01
2.400000000000000000e+01 1.543161210225337982e+03 2.909502861013717884e-02 1.855083651959685276e-02 6.340478941648010069e-01
2.500000000000000000e+01 1.553182664866455525e+03 3.205556130527600911e-02 1.987218787327244690e-02 6.266128107909978429e-01
2.600000000000000000e+01 1.563162953641515287e+03 3.519587523154778241e-02 2.121636787644287994e-02 6.115145786978269937e-01
2.700000000000000000e+01 1.573512271237917048e+03 3.851982787070280800e-02 2.258341096668690581e-02 5.902692920304584145e-01
2.800000000000000000e+01 1.584054372390094613e+03 4.201882420313917538e-02 2.397338522001640077e-02 5.585772774045594247e-01
2.900000000000000000e+01 1.594695732187621616e+03 4.573583858437126060e-02 2.538458131245012808e-02 5.205813358902769972e-01
3.000000000000000000e+01 1.605623779560866069e+03 4.971553438301377914e-02 2.681486066111872860e-02 4.687822082488447561e-01
3.100000000000000000e+01 1.616261947297758979e+03 5.394862559729644153e-02 2.826214527232901244e-02 4.146562394206662616e-01
3.200000000000000000e+01 1.627442304058569562e+03 5.843922354060510083e-02 2.972425644828193339e-02 3.540417997328421107e-01
3.300000000000000000e+01 1.638617973115331324e+03 6.313154406455188938e-02 3.119855233147257600e-02 2.856357600692222554e-01
3.400000000000000000e+01 1.649747014002177593e+03 6.803914475406812323e-02 3.268175494702982992e-02 2.105508502703927476e-01
3.500000000000000000e+01 1.661422827930864287e+03 7.317559949547161602e-02 3.416850527109676489e-02 1.197308932214266458e-01
